Protocol,Flow Duration,Total Fwd Packets,Total Backward Packets,Fwd Packets Length Total,Bwd Packets Length Total,Fwd Packet Length Max,Fwd Packet Length Min,Fwd Packet Length Mean,Fwd Packet Length Std,Bwd Packet Length Max,Bwd Packet Length Min,Bwd Packet Length Mean,Bwd Packet Length Std,Flow Bytes/s,Flow Packets/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Total,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Total,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Length,Bwd Header Length,Fwd Packets/s,Bwd Packets/s,Packet Length Min,Packet Length Max,Packet Length Mean,Packet Length Std,Packet Length Variance,FIN Flag Count,SYN Flag Count,RST Flag Count,PSH Flag Count,ACK Flag Count,URG Flag Count,CWE Flag Count,ECE Flag Count,Down/Up Ratio,Avg Packet Size,Avg Fwd Segment Size,Avg Bwd Segment Size,Fwd Avg Bytes/Bulk,Fwd Avg Packets/Bulk,Fwd Avg Bulk Rate,Bwd Avg Bytes/Bulk,Bwd Avg Packets/Bulk,Bwd Avg Bulk Rate,Subflow Fwd Packets,Subflow Fwd Bytes,Subflow Bwd Packets,Subflow Bwd Bytes,Init Fwd Win Bytes,Init Bwd Win Bytes,Fwd Act Data Packets,Fwd Seg Size Min,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,fwd_packets_rate,Label
6,154651,3,7,357,11595,357,0,119.0,206.11404,7240,0,1656.4286,2565.8508,77283.69037,64.6617222,17183.445,46650.12,141152,25,12994,6497.0,7764.032,11987,1007,154594,25765.666,56760.48,141152,48,0,0,0,0,104,232,19.398518,45.263206,0,7240,1086.5454,2141.2354,4584889.0,0,0,0,1,0,0,0,0,2,1195.2,119.0,1656.4286,0,0,0,0,0,0,3,357,7,11595,29200,235,1,32,0.0,0.0,0,0,0.0,0.0,0,0,1.939839122675426e-05,Attack
6,98224521,8,6,304,11595,298,0,38.0,105.07684,5803,0,1932.5,2539.0752,121.14083,0.142530601,7555732.5,27200000.0,98200000,1,98200000,14000000.0,37100000.0,98200000,1,1295,259.0,437.81387,1036,4,0,0,0,0,252,200,0.08144606,0.061084542,0,5803,793.26666,1798.6426,3235115.0,0,0,0,0,1,0,0,0,0,849.9286,38.0,1932.5,0,0,0,0,0,0,8,304,6,11595,251,235,2,20,987.0,0.0,987,987,98200000.0,0.0,98200000,98200000,8.144605682071937e-08,Attack
6,73162800,8,5,56,11607,20,0,7.0,5.656854,10135,0,2321.4,4413.202,159.4116136,0.177685928,6096900.0,17900000.0,62200000,3,72300000,10300000.0,23200000.0,62200000,3,837885,209471.25,418289.97,836906,5,0,0,0,0,172,112,0.10934518,0.06834074,0,10135,833.5,2705.0442,7317264.5,0,0,0,0,1,0,0,0,0,897.61536,7.0,2321.4,0,0,0,0,0,0,8,56,5,11607,256,229,6,20,993.0,0.0,993,993,36200000.0,36800000.0,62200000,10100000,1.0934518485698763e-07,Attack
6,90371848,8,4,56,11607,20,0,7.0,5.656854,11595,0,2901.75,5795.5005,129.0556767,0.132784714,8215622.5,26800000.0,89000000,1,89100000,12700000.0,33600000.0,89000000,1,1303101,434367.0,751717.94,1302376,8,0,0,0,0,172,92,0.08852314,0.04426157,0,11595,897.61536,3214.1675,10300000.0,0,0,0,0,1,0,0,0,0,972.4167,7.0,2901.75,0,0,0,0,0,0,8,56,4,11607,256,229,6,20,97064.0,0.0,97064,97064,89000000.0,0.0,89000000,89000000,8.852314175844737e-08,Attack
6,83324164,8,5,322,11595,310,0,40.25,109.02916,7240,0,2319.0,3331.6382,143.0197367,0.156017167,6943680.5,24000000.0,83200000,2,83200000,11900000.0,31400000.0,83200000,2,150496,37624.0,67182.61,138031,47,0,0,0,0,240,168,0.096010566,0.060006604,0,7240,851.2143,2170.436,4710793.0,0,0,0,0,1,0,0,0,0,916.6923,40.25,2319.0,0,0,0,0,0,0,8,322,5,11595,251,235,3,20,1989.0,0.0,1989,1989,83200000.0,0.0,83200000,83200000,9.60105630821503e-08,Attack
6,304540,4,6,652,11595,326,0,163.0,188.21619,8688,0,1932.5,3384.303,40214.75011,32.83640901,33837.777,70955.016,209012,4,222002,74000.664,117052.06,209012,1005,304536,60907.2,96833.42,222045,48,0,0,0,0,136,200,13.134563,19.701845,0,8688,1113.3636,2573.9475,6625206.0,0,0,0,1,0,0,0,0,1,1224.7,163.0,1932.5,0,0,0,0,0,0,4,652,6,11595,29200,235,2,32,0.0,0.0,0,0,0.0,0.0,0,0,1.3134520475075605e-05,Attack
6,100117815,7,7,367,11595,361,0,52.42857,136.08559,4344,0,1656.4286,1547.7377,119.4792355,0.139835253,7701370.5,27700000.0,100000000,0,100000000,16700000.0,40800000.0,100000000,0,147635,24605.834,54775.496,136056,49,0,0,0,0,220,232,0.06991763,0.06991763,0,4344,797.4667,1313.9445,1726450.1,0,0,0,0,1,0,0,0,1,854.4286,52.42857,1656.4286,0,0,0,0,0,0,7,367,7,11595,251,235,2,20,1977.0,0.0,1977,1977,100000000.0,0.0,100000000,100000000,6.991762584992864e-08,Attack
6,82161148,6,7,343,11595,325,0,57.166668,131.24393,5792,0,1656.4286,2120.7322,145.2998198,0.158225637,6846762.5,23700000.0,82000000,1,82000000,16400000.0,36700000.0,82000000,1,82200000,13700000.0,33500000.0,82000000,15,0,0,0,0,164,232,0.073027216,0.08519842,0,5792,853.1429,1666.5753,2777473.2,1,0,0,0,0,0,0,0,1,918.7692,57.166668,1656.4286,0,0,0,0,0,0,6,343,7,11595,0,235,3,20,13019.0,0.0,13019,13019,82000000.0,0.0,82000000,82000000,7.302721630633476e-08,Attack
6,72880829,8,5,56,11607,20,0,7.0,5.656854,5840,0,2321.4,3173.3738,160.0283663,0.178373383,6073402.5,19800000.0,68900000,3,72400000,10300000.0,25800000.0,68900000,48,512555,128138.75,255649.72,511613,3,0,0,0,0,172,112,0.109768234,0.06860515,0,5840,833.5,2103.1155,4423095.0,0,0,0,0,1,0,0,0,0,897.61536,7.0,2321.4,0,0,0,0,0,0,8,56,5,11607,256,229,6,20,3484959.0,0.0,3484959,3484959,68900000.0,0.0,68900000,68900000,1.097682339786745e-07,Attack
6,82639198,9,6,62,11601,20,0,6.888889,5.3019915,4380,0,1933.5,1998.0254,141.1315729,0.181511926,5902800.0,18900000.0,70800000,4,80800000,10100000.0,24800000.0,70800000,4,1817470,363494.0,806971.1,1807027,32,0,0,0,0,192,132,0.108907156,0.07260477,0,4380,729.3125,1502.9172,2258760.0,0,0,0,0,1,0,0,0,0,777.93335,6.888889,1933.5,0,0,0,0,0,0,9,62,6,11601,256,229,7,20,1995.0,0.0,1995,1995,40400000.0,43000000.0,70800000,9999736,1.0890715433967359e-07,Attack
6,83250078,7,6,367,11595,361,0,52.42857,136.08559,4344,0,1932.5,1754.8314,143.6875531,0.15615601,6937506.5,24000000.0,83100000,4,83200000,13900000.0,33900000.0,83100000,4,96401,19280.2,36645.89,84186,17,0,0,0,0,220,200,0.084084004,0.07207201,0,4344,854.4286,1460.0892,2131860.5,0,0,0,0,1,0,0,0,0,920.1539,52.42857,1932.5,0,0,0,0,0,0,7,367,6,11595,251,235,2,20,3959.0,0.0,3959,3959,83100000.0,0.0,83100000,83100000,8.408400429265658e-08,Attack
6,5411715,3,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.739137224,1803905.0,3123667.0,5410805,143,5411715,2705857.5,3825373.5,5410805,910,0,0.0,0.0,0,0,0,0,0,0,104,40,0.55435294,0.18478431,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,3,0,1,0,29200,28960,0,32,0.0,0.0,0,0,0.0,0.0,0,0,5.543528152622939e-07,Attack
6,24020,3,6,26,11601,20,0,8.666667,10.263203,5840,0,1933.5,2189.773,484054.9542,374.6877602,3002.5,8185.8423,23260,39,23364,11682.0,16428.92,23299,65,23981,4796.2,10387.01,23376,46,0,0,0,0,72,132,124.89592,249.79184,0,5840,1162.7,1911.5957,3654198.2,0,0,0,1,0,0,0,0,2,1291.8889,8.666667,1933.5,0,0,0,0,0,0,3,26,6,11601,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0,0.00012489072061945796,Attack
6,517537,4,2,231,0,231,0,57.75,115.5,0,0,0.0,0.0,446.344899,11.593374,103507.4,230960.61,516662,48,517537,172512.33,298085.0,516711,48,798,798.0,0.0,798,798,0,0,0,0,136,72,7.728916,3.864458,0,231,33.0,87.30979,7623.0,0,0,0,1,0,0,0,0,0,38.5,57.75,0.0,0,0,0,0,0,0,4,231,2,0,29200,235,1,32,0.0,0.0,0,0,0.0,0.0,0,0,7.728901066201902e-06,Attack
6,148706,3,6,361,11595,361,0,120.333336,208.42345,7240,0,1932.5,2695.6392,80400.25285,60.52210402,18588.25,48068.555,137179,3,11010,5505.0,7781.003,11007,3,148659,29731.8,60248.402,137179,87,0,0,0,0,104,200,20.174034,40.34807,0,7240,1195.6,2225.4941,4952824.0,0,0,0,1,0,0,0,0,2,1328.4445,120.333336,1932.5,0,0,0,0,0,0,3,361,6,11595,29200,235,1,32,0.0,0.0,0,0,0.0,0.0,0,0,2.017389900946156e-05,Attack
6,98873732,5,8,337,11595,325,0,67.4,144.03403,5792,0,1449.375,2046.6735,120.6791709,0.131480826,8239477.5,28500000.0,98800000,2,98800000,24700000.0,49400000.0,98800000,3,98900000,14100000.0,37300000.0,98800000,2,0,0,0,0,144,264,0.05056955,0.08091128,0,5792,852.7143,1665.3398,2773356.8,1,0,0,0,0,0,0,0,1,918.3077,67.4,1449.375,0,0,0,0,0,0,5,337,8,11595,0,235,2,20,17001.0,0.0,17001,17001,98800000.0,0.0,98800000,98800000,5.0569548132667346e-08,Attack
6,63156012,7,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.110836637,10500000.0,11900000.0,32100000,996592,63200000,10500000.0,11900000.0,32100000,996592,0,0.0,0.0,0,0,0,0,0,0,280,0,0.11083664,0.0,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,7,0,0,0,29200,-1,0,40,7012541.0,0.0,7012541,7012541,18700000.0,12300000.0,32100000,8015732,1.1083663561852772e-07,Attack
6,194,3,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,15463.91753,97.0,132.93608,191,3,194,97.0,132.93608,191,3,0,0.0,0.0,0,0,0,0,0,0,96,0,15463.918,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,3,0,0,0,251,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,0.015384615384615385,Attack
6,2202958,5,0,30,0,6,6,6.0,0.0,0,0,0.0,0.0,13.61805354,2.269675591,550739.5,1100821.1,2201971,1,2202958,550739.5,1100821.1,2201971,1,0,0.0,0.0,0,0,0,0,0,0,100,0,2.2696755,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,7.2,6.0,0.0,0,0,0,0,0,0,5,30,0,0,256,-1,4,20,0.0,0.0,0,0,0.0,0.0,0,0,2.269674560443476e-06,Attack
6,84952077,6,6,308,11595,308,0,51.333332,125.74047,4344,0,1932.5,1754.8314,140.1142906,0.141256111,7722916.0,25600000.0,84800000,1,84800000,17000000.0,37900000.0,84800000,1,141428,28285.6,57121.27,130113,15,0,0,0,0,200,200,0.070628054,0.070628054,0,4344,915.61536,1500.0222,2250066.5,0,0,0,0,1,0,0,0,1,991.9167,51.333332,1932.5,0,0,0,0,0,0,6,308,6,11595,251,235,1,32,1009.0,0.0,1009,1009,84800000.0,0.0,84800000,84800000,7.06280545603605e-08,Attack
6,6029032,4,0,24,0,6,6,6.0,0.0,0,0,0.0,0.0,3.980738533,0.663456422,2009677.4,3479981.8,6028014,2,6029032,2009677.4,3479981.8,6028014,2,0,0.0,0.0,0,0,0,0,0,0,80,0,0.66345644,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,7.5,6.0,0.0,0,0,0,0,0,0,4,24,0,0,256,-1,3,20,1018.0,0.0,1018,1018,6028014.0,0.0,6028014,6028014,6.634563121482334e-07,Attack
6,787284,3,6,26,11601,20,0,8.666667,10.263203,7300,0,1933.5,2720.784,14768.49523,11.43170698,98410.5,276388.4,782430,41,4109,2054.5,2458.6104,3793,316,787225,157445.0,349381.22,782430,190,0,0,0,0,72,132,3.810569,7.621138,0,7300,1162.7,2258.9473,5102842.5,0,0,0,1,0,0,0,0,2,1291.8889,8.666667,1933.5,0,0,0,0,0,0,3,26,6,11601,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0,3.810564154023003e-06,Attack
6,9031755,4,0,24,0,6,6,6.0,0.0,0,0,0.0,0.0,2.657290859,0.44288181,3010585.0,5213599.5,9030731,3,9031755,3010585.0,5213599.5,9030731,3,0,0.0,0.0,0,0,0,0,0,0,80,0,0.44288182,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,7.5,6.0,0.0,0,0,0,0,0,0,4,24,0,0,256,-1,3,20,1024.0,0.0,1024,1024,9030731.0,0.0,9030731,9030731,4.428817607561586e-07,Attack
6,59151467,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.033811503,59200000.0,0.0,59200000,59200000,59200000,59200000.0,0.0,59200000,59200000,0,0.0,0.0,0,0,0,0,0,0,64,0,0.033811502,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,0,0,410,-1,0,32,0.0,0.0,0,0,59200000.0,0.0,59200000,59200000,3.381150236203774e-08,Attack
6,490734,3,5,26,11601,20,0,8.666667,10.263203,5840,0,2320.2,2436.833,23693.08016,16.30211072,70104.86,180668.11,479733,46,10441,5220.5,7173.598,10293,148,490674,122668.5,238091.28,479733,191,0,0,0,0,72,112,6.1132917,10.188819,0,5840,1291.8889,2110.9507,4456113.0,0,0,0,1,0,0,0,0,1,1453.375,8.666667,2320.2,0,0,0,0,0,0,3,26,5,11601,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0,6.113279061000336e-06,Attack
6,18299,2,4,20,11607,20,0,10.0,14.142136,11595,0,2901.75,5795.5005,635389.912,327.8867698,3659.8,7866.267,17728,9,491,491.0,0.0,491,491,18248,6082.6665,10088.277,17728,9,0,0,0,0,52,92,109.29559,218.59119,0,11595,1661.0,4380.488,19200000.0,0,0,0,1,0,0,0,0,2,1937.8334,10.0,2901.75,0,0,0,0,0,0,2,20,4,11607,8192,229,1,20,0.0,0.0,0,0,0.0,0.0,0,0,0.0001092896174863388,Attack
6,98409495,8,6,371,11595,365,0,46.375,128.76106,5792,0,1932.5,2537.82,121.593958,0.142262695,7569961.0,27300000.0,98400000,1,98400000,14100000.0,37200000.0,98400000,1,1318,263.6,467.2005,1096,3,0,0,0,0,252,200,0.08129297,0.060969725,0,5792,797.73334,1796.7744,3228398.2,0,0,0,0,1,0,0,0,0,854.7143,46.375,1932.5,0,0,0,0,0,0,8,371,6,11595,251,235,2,20,1992.0,0.0,1992,1992,98400000.0,0.0,98400000,98400000,8.12929679062679e-08,Attack
6,98404911,7,5,367,11595,361,0,52.42857,136.08559,10136,0,2319.0,4414.366,121.5589738,0.121945133,8945901.0,29700000.0,98400000,0,98400000,16400000.0,40200000.0,98400000,0,30697,7674.25,9188.948,19085,196,0,0,0,0,220,168,0.071134664,0.05081047,0,10136,920.1539,2798.1958,7829900.0,0,0,0,0,1,0,0,0,0,996.8333,52.42857,2319.0,0,0,0,0,0,0,7,367,5,11595,274,235,2,20,993.0,0.0,993,993,98400000.0,0.0,98400000,98400000,7.113466043239792e-08,Attack
6,21028426,4,0,24,0,6,6,6.0,0.0,0,0,0.0,0.0,1.141312241,0.190218707,7009475.5,12100000.0,21000000,0,21000000,7009475.5,12100000.0,21000000,0,0,0.0,0.0,0,0,0,0,0,0,80,0,0.1902187,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,7.5,6.0,0.0,0,0,0,0,0,0,4,24,0,0,256,-1,3,20,4.0,0.0,4,4,21000000.0,0.0,21000000,21000000,1.9021869776564838e-07,Attack
6,76035,5,0,30,0,6,6,6.0,0.0,0,0,0.0,0.0,394.5551391,65.75918985,19008.75,33455.957,69038,3,76035,19008.75,33455.957,69038,3,0,0.0,0.0,0,0,0,0,0,0,100,0,65.75919,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,7.2,6.0,0.0,0,0,0,0,0,0,5,30,0,0,256,-1,4,20,0.0,0.0,0,0,0.0,0.0,0,0,6.57583250039455e-05,Attack
6,99148497,5,6,316,11595,304,0,63.2,134.64471,7240,0,1932.5,3129.7375,120.1329356,0.110944697,9914850.0,31300000.0,99100000,4,99100000,24800000.0,49600000.0,99100000,4,99100000,19800000.0,44300000.0,99100000,4,0,0,0,0,144,200,0.050429408,0.06051529,0,7240,993.0833,2328.5105,5421961.5,1,0,0,0,0,0,0,0,1,1083.3636,63.2,1932.5,0,0,0,0,0,0,5,316,6,11595,0,235,2,20,13000.0,0.0,13000,13000,99100000.0,0.0,99100000,99100000,5.042940741270735e-08,Attack
6,10487828,7,5,234,11632,234,0,33.42857,88.44369,10136,0,2326.4,4413.497,1131.406808,1.144183524,953438.94,2123163.8,5481963,50,5485246,914207.7,2238652.0,5483837,50,10500000,2621943.5,3033235.5,5481963,154,0,0,0,0,232,168,0.6674404,0.47674313,0,10136,912.7692,2801.7903,7850029.0,0,0,0,1,0,0,0,0,0,988.8333,33.42857,2326.4,0,0,0,0,0,0,7,234,5,11632,29200,235,1,32,915.0,0.0,915,915,5481963.0,0.0,5481963,5481963,6.674403253523679e-07,Attack
6,99032723,8,5,374,11595,374,0,46.75,132.22897,10136,0,2319.0,4414.366,120.8590417,0.131269742,8252727.0,28500000.0,98900000,0,98900000,14100000.0,37400000.0,98900000,0,147458,36864.5,65778.56,135175,83,0,0,0,0,264,168,0.08078138,0.05048836,0,10136,854.9286,2699.6091,7287889.0,0,0,0,0,1,0,0,0,0,920.6923,46.75,2319.0,0,0,0,0,0,0,8,374,5,11595,274,235,1,32,999.0,0.0,999,999,98900000.0,0.0,98900000,98900000,8.078137889047664e-08,Attack
6,97752440,5,6,728,11595,361,0,145.6,196.64766,5792,0,1932.5,2181.0083,126.0633494,0.11252916,9775244.0,30800000.0,97400000,8,97600000,24400000.0,48700000.0,97400000,8,361588,72317.6,102003.61,215932,13,0,0,0,0,156,200,0.051149618,0.06137954,0,5792,1027.4166,1752.531,3071365.0,1,0,0,0,0,0,0,0,1,1120.8182,145.6,1932.5,0,0,0,0,0,0,5,728,6,11595,0,235,2,20,0.0,0.0,0,0,97400000.0,0.0,97400000,97400000,5.114961783921079e-08,Attack
6,9116770,4,0,24,0,6,6,6.0,0.0,0,0,0.0,0.0,2.632511295,0.438751883,3038923.2,5262712.5,9115780,4,9116770,3038923.2,5262712.5,9115780,4,0,0.0,0.0,0,0,0,0,0,0,80,0,0.43875188,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,7.5,6.0,0.0,0,0,0,0,0,0,4,24,0,0,256,-1,3,20,990.0,0.0,990,990,9115780.0,0.0,9115780,9115780,4.387518343939976e-07,Attack
6,98486306,6,6,373,11595,355,0,62.166668,143.48856,10147,0,1932.5,4065.7344,121.5194324,0.121844351,8953301.0,29700000.0,98500000,5,98500000,19700000.0,44000000.0,98500000,468,98500000,19700000.0,44000000.0,98500000,5,0,0,0,0,164,200,0.060922176,0.060922176,0,10147,921.0769,2801.1233,7846292.0,1,0,0,0,0,0,0,0,1,997.8333,62.166668,1932.5,0,0,0,0,0,0,6,373,6,11595,0,235,3,20,10974.0,0.0,10974,10974,98500000.0,0.0,98500000,98500000,6.092217469378763e-08,Attack
6,424,1,2,231,483,231,231,231.0,0.0,483,0,241.5,341.53256,1683962.264,7075.471698,212.0,294.15643,420,4,0,0.0,0.0,0,0,4,4.0,0.0,4,4,1,0,0,0,32,64,2358.4905,4716.981,0,483,236.25,197.27708,38918.25,0,1,0,0,1,1,0,0,2,315.0,231.0,241.5,0,0,0,0,0,0,1,231,2,483,229,235,0,32,0.0,0.0,0,0,0.0,0.0,0,0,0.002352941176470588,Attack
6,1656782,3,6,26,11601,20,0,8.666667,10.263203,4380,0,1933.5,1757.7899,7017.821295,5.432217395,207097.75,582055.5,1647593,14,8841,4420.5,5957.3745,8633,208,1656711,331342.2,735816.4,1647593,14,0,0,0,0,72,132,1.8107392,3.6214783,0,4380,1162.7,1645.2418,2706820.5,0,0,0,1,0,0,0,0,2,1291.8889,8.666667,1933.5,0,0,0,0,0,0,3,26,6,11601,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0,1.8107380387172008e-06,Attack
